"lfdnr";"lfdnr2";"Finanzposition";"Bezeichnung";"EinAus";"Teilabschnitt";"RQ";"FG";"SN";"AOB";"AnfZahlungsrueckstand";"LaufendesSoll";"GesamtSoll";"Ist";"SchliesslicheRueckstaende";"Voranschlag";"NachtragsVoranschlage";"GesamtVoranschlag";"UnterschiedLFDSollGesamtVAGuenstiger";"UnterschiedLFDSollGesamtVAUnguenstiger";"zahl";"pol1";"pol2";"pol3";"pol4";"pol5";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"polAgg3";"ecoAgg3";"polAgg5";"ecoAgg6";"year"
"76";76;"1.00000.721300";"BEZÜGE DER GEWÄHLTEN ORGANE REISEGEBÜHREN";"AUSGABE";0;22;9;"D";"MDPA";"          0.00";"      12636.89";"      12636.89";"      12636.89";"          0.00";"      15000.00";"          0.00";"      15000.00";"       2363.11";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"1";"3";"0";"0";"000";"721";"00000";"721300";"2011"
"77";77;"1.00000.721500";"BEZÜGE DER GEWÄHLTEN ORGANE ZUSCHÜSSE";"AUSGABE";0;22;8;"D";"MDPA";"          0.00";"      14496.32";"      14496.32";"      14496.32";"          0.00";"      20400.00";"          0.00";"      20400.00";"       5903.68";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"1";"5";"0";"0";"000";"721";"00000";"721500";"2011"
"78";78;"1.00000.728005";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";0;24;8;"D";"0804";"          0.00";"       6078.72";"       6078.72";"          0.00";"       6078.72";"          0.00";"          0.00";"          0.00";"          0.00";"       6078.72";"1";"0";"0";"0";"0";"0";"7";"2";"8";"0";"0";"5";"000";"728";"00000";"728005";"2011"
"79";79;"1.00000.728007";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";0;24;9;"D";"MD00";"          0.00";"     222798.36";"     222798.36";"     222798.36";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"     222798.36";"1";"0";"0";"0";"0";"0";"7";"2";"8";"0";"0";"7";"000";"728";"00000";"728007";"2011"
"80";80;"1.00000.728008";"ENTGELTE FÜR SONSTIGE LEISTUNGEN WB";"AUSGABE";0;24;1;"D";"MDPA";"          0.00";"         71.06";"         71.06";"         71.06";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"         71.06";"1";"0";"0";"0";"0";"0";"7";"2";"8";"0";"0";"8";"000";"728";"00000";"728008";"2011"
"81";81;"1.00000.728016";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG";"AUSGABE";0;24;9;"D";"0804";"          0.00";"     301287.02";"     301287.02";"     150643.50";"     150643.52";"          0.00";"          0.00";"          0.00";"          0.00";"     301287.02";"1";"0";"0";"0";"0";"0";"7";"2";"8";"0";"1";"6";"000";"728";"00000";"728016";"2011"
"82";82;"1.00000.728026";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-SERVICE";"AUSGABE";0;24;9;"D";"0804";"          0.00";"     109300.00";"     109300.00";"          0.00";"     109300.00";"          0.00";"          0.00";"          0.00";"          0.00";"     109300.00";"1";"0";"0";"0";"0";"0";"7";"2";"8";"0";"2";"6";"000";"728";"00000";"728026";"2011"
"83";83;"1.00000.728036";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-HAUSVERWALTUNG";"AUSGABE";0;24;9;"D";"0804";"          0.00";"       7540.74";"       7540.74";"          0.00";"       7540.74";"          0.00";"          0.00";"          0.00";"          0.00";"       7540.74";"1";"0";"0";"0";"0";"0";"7";"2";"8";"0";"3";"6";"000";"728";"00000";"728036";"2011"
"84";84;"1.00000.728100";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";0;24;8;"D";"0804";"         18.51";"       1163.52";"       1182.03";"       1182.03";"          0.00";"       7600.00";"          0.00";"       7600.00";"       6436.48";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"8";"1";"0";"0";"000";"728";"00000";"728100";"2011"
"85";85;"1.00000.728120";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";0;24;3;"D";"0804";"       3891.39";"          0.00";"       3891.39";"       3891.39";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"8";"1";"2";"0";"000";"728";"00000";"728120";"2011"
"86";86;"1.00000.728200";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";0;24;9;"D";"MDPA";"          0.00";"        129.57";"        129.57";"        129.57";"          0.00";"        700.00";"          0.00";"        700.00";"        570.43";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"8";"2";"0";"0";"000";"728";"00000";"728200";"2011"
"87";87;"1.00000.728300";"ENTGELTE FÜR SONSTIGE LEISTUNGEN TAGUNGSGEBÜHREN";"AUSGABE";0;24;9;"D";"MDPA";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"8";"3";"0";"0";"000";"728";"00000";"728300";"2011"
"88";88;"1.00000.728980";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";0;24;9;"D";"MDPA";"      15265.17";"          0.00";"      15265.17";"      15265.17";"          0.00";"      35000.00";"          0.00";"      35000.00";"      35000.00";"          0.00";"1";"0";"0";"0";"0";"0";"7";"2";"8";"9";"8";"0";"000";"728";"00000";"728980";"2011"
"89";89;"1.00000.751001";"LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS";"AUSGABE";0;26;0;"S";"MDPA";"          0.00";"     139012.08";"     139012.08";"     139012.08";"          0.00";"     189600.00";"          0.00";"     189600.00";"      50587.92";"          0.00";"1";"0";"0";"0";"0";"0";"7";"5";"1";"0";"0";"1";"000";"751";"00000";"751001";"2011"
"90";90;"1.00000.757000";"LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW";"AUSGABE";0;27;5;"S";"0800";"          0.00";"     948818.56";"     948818.56";"     948818.56";"          0.00";"     963900.00";"          0.00";"     963900.00";"      15081.44";"          0.00";"1";"0";"0";"0";"0";"0";"7";"5";"7";"0";"0";"0";"000";"757";"00000";"757000";"2011"
"91";91;"1.00000.760000";"PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT";"AUSGABE";0;21;8;"D";"MDPA";"          0.00";"    2017981.33";"    2017981.33";"    2017981.33";"          0.00";"    2120000.00";"          0.00";"    2120000.00";"     102018.67";"          0.00";"1";"0";"0";"0";"0";"0";"7";"6";"0";"0";"0";"0";"000";"760";"00000";"760000";"2011"
"92";92;"1.01000.010000";"GEBÄUDE";"AUSGABE";1000;40;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"010";"010";"01000";"010000";"2011"
"93";93;"1.01000.042000";"AMTSAUSSTATTUNG";"AUSGABE";1000;41;3;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      16700.00";"       3000.00";"      19700.00";"      19700.00";"          0.00";"1";"0";"1";"0";"0";"0";"0";"4";"2";"0";"0";"0";"010";"042";"01000";"042000";"2011"
"94";94;"1.01000.042600";"AMTSAUSSTATTUNG WB";"AUSGABE";1000;41;3;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        400.00";"          0.00";"        400.00";"        400.00";"          0.00";"1";"0";"1";"0";"0";"0";"0";"4";"2";"6";"0";"0";"010";"042";"01000";"042600";"2011"
"95";95;"1.01000.042990";"AMTSAUSSTATTUNG";"AUSGABE";1000;41;3;"D";"MDIM";"       1138.86";"          0.00";"       1138.86";"       1138.86";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"1";"0";"0";"0";"0";"4";"2";"9";"9";"0";"010";"042";"01000";"042990";"2011"
"96";96;"1.01000.043550";"BETRIEBSAUSSTATTUNG";"AUSGABE";1000;41;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"1";"0";"0";"0";"0";"4";"3";"5";"5";"0";"010";"043";"01000";"043550";"2011"
"97";97;"1.01000.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"AUSGABE";1000;65;8;"S";"SN21";"          0.00";"      91125.36";"      91125.36";"      91125.36";"          0.00";"      90900.00";"          0.00";"      90900.00";"          0.00";"        225.36";"1";"0";"1";"0";"0";"0";"3";"4";"6";"0";"0";"0";"010";"346";"01000";"346000";"2011"
"98";98;"1.01000.400000";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";1000;23;1;"D";"MD00";"        735.36";"        699.98";"       1435.34";"       1150.60";"        284.74";"        800.00";"          0.00";"        800.00";"        100.02";"          0.00";"1";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"010";"400";"01000";"400000";"2011"
"99";99;"1.01000.400030";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";1000;23;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"0";"0";"0";"3";"0";"010";"400";"01000";"400030";"2011"
"100";100;"1.01000.400950";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"        914.90";"        914.90";"        914.90";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        914.90";"1";"0";"1";"0";"0";"0";"4";"0";"0";"9";"5";"0";"010";"400";"01000";"400950";"2011"
"101";101;"1.01000.400990";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";1000;23;3;"D";"MDIM";"        283.77";"          0.00";"        283.77";"        283.77";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"0";"0";"9";"9";"0";"010";"400";"01000";"400990";"2011"
"102";102;"1.01000.428550";"FERTIG BEZOGENE TEILE";"AUSGABE";1000;23;1;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"2";"8";"5";"5";"0";"010";"428";"01000";"428550";"2011"
"103";103;"1.01000.454006";"REINIGUNGSMITTEL GBG";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"        124.10";"        124.10";"        124.10";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        124.10";"1";"0";"1";"0";"0";"0";"4";"5";"4";"0";"0";"6";"010";"454";"01000";"454006";"2011"
"104";104;"1.01000.456000";"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"        887.78";"        887.78";"        887.78";"          0.00";"        200.00";"          0.00";"        200.00";"          0.00";"        687.78";"1";"0";"1";"0";"0";"0";"4";"5";"6";"0";"0";"0";"010";"456";"01000";"456000";"2011"
"105";105;"1.01000.456950";"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL";"AUSGABE";1000;23;9;"D";"MD00";"          0.00";"        499.84";"        499.84";"        260.26";"        239.58";"          0.00";"          0.00";"          0.00";"          0.00";"        499.84";"1";"0";"1";"0";"0";"0";"4";"5";"6";"9";"5";"0";"010";"456";"01000";"456950";"2011"
"106";106;"1.01000.456990";"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        800.00";"          0.00";"        800.00";"        800.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"5";"6";"9";"9";"0";"010";"456";"01000";"456990";"2011"
"107";107;"1.01000.457000";"DRUCKWERKE";"AUSGABE";1000;23;1;"D";"MD00";"         22.82";"       2108.87";"       2131.69";"       2066.08";"         65.61";"       1900.00";"          0.00";"       1900.00";"          0.00";"        208.87";"1";"0";"1";"0";"0";"0";"4";"5";"7";"0";"0";"0";"010";"457";"01000";"457000";"2011"
"108";108;"1.01000.457009";"DRUCKWERKE KOPIERSERVICE - MDPA";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"5";"7";"0";"0";"9";"010";"457";"01000";"457009";"2011"
"109";109;"1.01000.457100";"DRUCKWERKE";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"5";"7";"1";"0";"0";"010";"457";"01000";"457100";"2011"
"110";110;"1.01000.457950";"DRUCKWERKE";"AUSGABE";1000;23;9;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        500.00";"          0.00";"        500.00";"        500.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"5";"7";"9";"5";"0";"010";"457";"01000";"457950";"2011"
"111";111;"1.01000.459000";"SONSTIGE VERBRAUCHSGÜTER";"AUSGABE";1000;23;1;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"0";"1";"0";"0";"0";"4";"5";"9";"0";"0";"0";"010";"459";"01000";"459000";"2011"
"112";112;"1.01000.500000";"GELDBEZÜGE DER BEAMTEN DER VERWALTUNG";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"     491465.10";"     491465.10";"     491465.10";"          0.00";"     705400.00";"          0.00";"     705400.00";"     213934.90";"          0.00";"1";"0";"1";"0";"0";"0";"5";"0";"0";"0";"0";"0";"010";"500";"01000";"500000";"2011"
"113";113;"1.01000.500010";"GELDBEZÜGE DER BEAMTEN DER VERWALTUNG";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"      60623.64";"      60623.64";"      60623.64";"          0.00";"      31500.00";"          0.00";"      31500.00";"          0.00";"      29123.64";"1";"0";"1";"0";"0";"0";"5";"0";"0";"0";"1";"0";"010";"500";"01000";"500010";"2011"
"114";114;"1.01000.510000";"GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"     149826.45";"     149826.45";"     149826.45";"          0.00";"      85400.00";"          0.00";"      85400.00";"          0.00";"      64426.45";"1";"0";"1";"0";"0";"0";"5";"1";"0";"0";"0";"0";"010";"510";"01000";"510000";"2011"
"115";115;"1.01000.510010";"GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"       3180.11";"       3180.11";"       3180.11";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       3180.11";"1";"0";"1";"0";"0";"0";"5";"1";"0";"0";"1";"0";"010";"510";"01000";"510010";"2011"
"116";116;"1.01000.560000";"REISEGEBÜHREN";"AUSGABE";1000;20;0;"D";"MD00";"          0.00";"       4547.87";"       4547.87";"       4547.87";"          0.00";"       2000.00";"          0.00";"       2000.00";"          0.00";"       2547.87";"1";"0";"1";"0";"0";"0";"5";"6";"0";"0";"0";"0";"010";"560";"01000";"560000";"2011"
"117";117;"1.01000.560950";"REISEGEBÜHREN";"AUSGABE";1000;20;0;"D";"MD00";"          0.00";"       2823.86";"       2823.86";"       2823.86";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       2823.86";"1";"0";"1";"0";"0";"0";"5";"6";"0";"9";"5";"0";"010";"560";"01000";"560950";"2011"
"118";118;"1.01000.563100";"SONSTIGE AUFWANDSENTSCHÄDIGUNGEN";"AUSGABE";1000;20;0;"D";"MD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"0";"1";"0";"0";"0";"5";"6";"3";"1";"0";"0";"010";"563";"01000";"563100";"2011"
"119";119;"1.01000.565000";"MEHRLEISTUNGSVERGÜTUNGEN";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"       3520.33";"       3520.33";"       3520.33";"          0.00";"       5400.00";"          0.00";"       5400.00";"       1879.67";"          0.00";"1";"0";"1";"0";"0";"0";"5";"6";"5";"0";"0";"0";"010";"565";"01000";"565000";"2011"
"120";120;"1.01000.565300";"MEHRLEISTUNGSVERGÜTUNGEN";"AUSGABE";1000;20;0;"D";"MD00";"          0.00";"        837.80";"        837.80";"        837.80";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        837.80";"1";"0";"1";"0";"0";"0";"5";"6";"5";"3";"0";"0";"010";"565";"01000";"565300";"2011"
"121";121;"1.01000.569000";"SONSTIGE NEBENGEBÜHREN";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"        818.24";"        818.24";"        818.24";"          0.00";"       2000.00";"          0.00";"       2000.00";"       1181.76";"          0.00";"1";"0";"1";"0";"0";"0";"5";"6";"9";"0";"0";"0";"010";"569";"01000";"569000";"2011"
"122";122;"1.01000.580000";"DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"      32003.26";"      32003.26";"      32003.26";"          0.00";"      20000.00";"          0.00";"      20000.00";"          0.00";"      12003.26";"1";"0";"1";"0";"0";"0";"5";"8";"0";"0";"0";"0";"010";"580";"01000";"580000";"2011"
"123";123;"1.01000.581000";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"      52696.30";"      52696.30";"      52696.30";"          0.00";"      29500.00";"          0.00";"      29500.00";"          0.00";"      23196.30";"1";"0";"1";"0";"0";"0";"5";"8";"1";"0";"0";"0";"010";"581";"01000";"581000";"2011"
"124";124;"1.01000.581500";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"      17028.98";"      17028.98";"      17028.98";"          0.00";"      13900.00";"          0.00";"      13900.00";"          0.00";"       3128.98";"1";"0";"1";"0";"0";"0";"5";"8";"1";"5";"0";"0";"010";"581";"01000";"581500";"2011"
"125";125;"1.01000.590000";"FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)";"AUSGABE";1000;20;0;"S";"MD00";"          0.00";"       1016.00";"       1016.00";"       1016.00";"          0.00";"        600.00";"          0.00";"        600.00";"          0.00";"        416.00";"1";"0";"1";"0";"0";"0";"5";"9";"0";"0";"0";"0";"010";"590";"01000";"590000";"2011"
"126";126;"1.01000.600000";"STROM";"AUSGABE";1000;24;1;"D";"0804";"        522.26";"          0.00";"        522.26";"        522.26";"          0.00";"       3300.00";"          0.00";"       3300.00";"       3300.00";"          0.00";"1";"0";"1";"0";"0";"0";"6";"0";"0";"0";"0";"0";"010";"600";"01000";"600000";"2011"
"127";127;"1.01000.600005";"STROM";"AUSGABE";1000;24;1;"D";"0804";"          0.00";"       2693.18";"       2693.18";"          0.00";"       2693.18";"          0.00";"          0.00";"          0.00";"          0.00";"       2693.18";"1";"0";"1";"0";"0";"0";"6";"0";"0";"0";"0";"5";"010";"600";"01000";"600005";"2011"
"128";128;"1.01000.602000";"WASSER";"AUSGABE";1000;24;1;"D";"0804";"         89.69";"          0.00";"         89.69";"         89.69";"          0.00";"        300.00";"          0.00";"        300.00";"        300.00";"          0.00";"1";"0";"1";"0";"0";"0";"6";"0";"2";"0";"0";"0";"010";"602";"01000";"602000";"2011"
"129";129;"1.01000.602005";"WASSER";"AUSGABE";1000;24;1;"D";"0804";"          0.00";"        339.20";"        339.20";"          0.00";"        339.20";"          0.00";"          0.00";"          0.00";"          0.00";"        339.20";"1";"0";"1";"0";"0";"0";"6";"0";"2";"0";"0";"5";"010";"602";"01000";"602005";"2011"
"130";130;"1.01000.603000";"WÄRME";"AUSGABE";1000;24;1;"D";"0804";"        300.26";"          0.00";"        300.26";"        300.26";"          0.00";"       4800.00";"          0.00";"       4800.00";"       4800.00";"          0.00";"1";"0";"1";"0";"0";"0";"6";"0";"3";"0";"0";"0";"010";"603";"01000";"603000";"2011"
"131";131;"1.01000.603005";"WÄRME";"AUSGABE";1000;24;1;"D";"0804";"          0.00";"       4557.17";"       4557.17";"          0.00";"       4557.17";"          0.00";"          0.00";"          0.00";"          0.00";"       4557.17";"1";"0";"1";"0";"0";"0";"6";"0";"3";"0";"0";"5";"010";"603";"01000";"603005";"2011"
